run_id,git,seed,step,total_steps,lr,loss,val_psnr,val_ssim,val_lpips,params,config
20260817-162559,nogit,1337,400,400,1.019e-06,0.05944,27.1232,0.77088,0.00000,678401,"{""seed"": 1337, ""data"": {""zip_path"": ""data/train.zip"", ""packed_dir"": ""data/packed"", ""crop_lr"": 64, ""n_val_blocks"": 10, ""val_block_size"": 32}, ""model"": {""width"": 64, ""blocks"": 16, ""in_ch"": 1, ""global_skip"": true}, ""degradation"": {""synth_prob"": 0.5, ""widen"": true}, ""loss"": {""ssim_weight"": 0.15, ""lpips_weight"": 0.05, ""lpips_last_frac"": 0.1}, ""train"": {""batch_size"": 2, ""lr"": 0.001, ""weight_decay"": 0.0001, ""warmup_steps"": 40, ""grad_clip"": 1.0, ""budget_hours"": 6.5, ""max_steps"": 400, ""val_every"": 5000, ""num_workers"": 0, ""amp"": true, ""channels_last"": true}}"
